序号,景区ID,景区名称,评论
272,77593,黄鹤楼,早就有了思想准备，不去后悔，去了更后悔！&#x0A;实际上作为仿古挂名建筑，如果门票减半，那似乎还是蛮值得的！&#x0A;70的话，有点不值！
273,77593,黄鹤楼,老的历史，新的建筑。登楼上的视野不错
274,77593,黄鹤楼,武汉的地标建筑，5a景区，到武汉玩的朋友不可不错了，值得一去。携程上可以购票
275,77593,黄鹤楼,蛮好的，老年人有电梯通道，和爷爷奶奶一起登上了黄鹤楼很开心～国庆节人比较多。
276,77593,黄鹤楼,来武汉必打卡的地方&#x20;也是湖北的著名景点
277,77593,黄鹤楼,很值得一去的地方，去感受文化的洗礼
278,77593,黄鹤楼,好玩，下次再来
279,77593,黄鹤楼,来黄鹤楼是因为上学时课本里的古诗，武汉的必打卡之地吧，不过景色真的没啥，也没什么太大趣味，算是为情怀买单的一次打卡
280,77593,黄鹤楼,江南三大名楼，来武汉还是值得一去
281,77593,黄鹤楼,都是后建的，没什么意思，看看还行
282,77593,黄鹤楼,⛳️🪁🪁🪁🪁🪁🪁🪀
283,77593,黄鹤楼,门票和景色不成正比，其实就是仿古
284,77593,黄鹤楼,黄鹤楼里请的讲解特别特别特别差，背PPT一样的都说不清楚，很没水平……&#x0A;想着到了听听黄鹤楼的历史典故介绍，结果不如不听；因为不知道讲解员说的是不是正确的。
285,77593,黄鹤楼,登高望远！景色秀丽！环境优美！
286,77593,黄鹤楼,登上最高处，俯瞰周边，风景独好
287,77593,黄鹤楼,买票很方便，还有折扣，非常满意
288,77593,黄鹤楼,武汉黄鹤楼是一定要去的，虽然说是八十年代重建的，但是历史还是很长久的！
289,77593,黄鹤楼,现在的黄鹤楼在长江大桥桥头堡附近，离江边有一定距离，登高远眺感觉不错。
290,77593,黄鹤楼,黄鹤楼是武汉著名景点，不错的地方，武汉的地标，推荐来看看，不错不错不错
291,77593,黄鹤楼,门票65，返39的黄鹤楼酒&#x0A;楼上很凉快，国庆登楼人很多，最高一层壁画非常惊艳，二楼很闷，楼梯很窄。景色宜人，趣味性基本没有，这个时节来，就是来打卡的……
292,77593,黄鹤楼,黄鹤楼绝对是武汉的标志性建筑，历史悠久，位于蛇山之巅，中国四大名楼之一，江南三大名楼之一，有很多诗句都被广为流传，最有名的要数李白的《送孟浩然之广陵》
293,77593,黄鹤楼,慕名而来，了解下黄鹤楼历史，在诗词歌赋吟满墙的楼上，顿觉穿越回古代！还有创意黄鹤楼雪糕，好吃，好多游客都买了，价格小贵，可以推广到成都，我家乡的望江楼公园，虽然历史还是悠久，咋没这么多游客？
294,77593,黄鹤楼,从扬州过去看黄鹤楼，感觉不错
295,77593,黄鹤楼,出票快，方便快捷，即卖即用。
296,77593,黄鹤楼,免门票那年去的，只能说还好，远观可以，近玩感觉没啥好玩的，地方也不太大，黄鹤楼也不高，里面还有电梯，一般情况不能坐，走上去是一直在绕圈，可以远眺长江
297,77593,黄鹤楼,到英雄的城市武汉怎么可能错过黄鹤楼?黄鹤一去不复返，此地空余黄鹤楼。
298,77593,黄鹤楼,适合带小朋友去认识历史文化
299,77593,黄鹤楼,天气不好&#x20;灰蒙蒙的&#x20;别的都还行
300,77593,黄鹤楼,不错，就是五一岀游人很多。
301,77593,黄鹤楼,来到武汉，不去黄鹤楼打卡总觉得不能讲自己去过武汉。哈哈哈哈哈。就像去北京一定要打卡故宫，去洛阳一定要去打卡龙门石窟，去重庆一定要去打卡解放碑一样。
302,77593,黄鹤楼,值得一去，还是这家店的最好吃，我也是很喜欢吃他们家的，味道很不错。
303,77593,黄鹤楼,看了演出很好，附近有小吃街
304,77593,黄鹤楼,去过很多次，但这次不一样，是在疫情后，在楼上买了一本武汉抗疫的书。
305,77593,黄鹤楼,作为武汉的最重要景点&#x20;当然要来一下啦&#x20; &#x20;每个朝代的诗人都喜欢登楼写诗！
306,77593,黄鹤楼,【性价比】国庆去的，人挤人，听说楼是新建的，原本的黄鹤楼早就不在了&#x0A;【景色】现在顶层看远处还不错，靠近海边
307,77593,黄鹤楼,故人西辞黄鹤楼，烟花三月下扬州。孤帆远影碧空尽，唯见长江天际流。
308,77593,黄鹤楼,作为武汉人。陪来的朋友去黄鹤楼还是很自豪的，不是么？不要说啥现代建筑，岁月流逝，哪有什么永恒，精神在我觉得比啥都好？是不？去一趟，记一生，多好！
309,77593,黄鹤楼,带着孩子去了解黄鹤楼，专门请了讲解的小姐姐（120元），感觉背的不太熟练啊！那天参观的人还是比较多的，上下楼还算有秩序。差不多一个小时就结束了。
310,77593,黄鹤楼,武汉的黄鹤楼确实很有名，基本上上过小学的都学过那首诗，但是现在这个黄鹤楼完全是新建的，不是古代的那个了
311,77593,黄鹤楼,名聲在外，中規中矩。
312,77593,黄鹤楼,景区不错，环境非常好
313,77593,黄鹤楼,惊鸿一瞥，古建奇风。
314,77593,黄鹤楼,圆了儿时的梦，壮观！
315,77593,黄鹤楼,黄鹤楼是武汉的标志是武汉的名片，虽然楼没什么稀奇，但观景一流
316,77593,黄鹤楼,黄鹤楼是个不错的景点，附近也有小吃街，喜欢游玩的朋友值得推荐
317,77593,黄鹤楼,一般吧，就那样。70块就游个黄鹤楼。景色不错，适合拍片！总体感觉一般。天太热了，爬个楼&#x20;衣服都湿了。累
318,77593,黄鹤楼,非常满意，下次再来
319,77593,黄鹤楼,地标，有必要去一趟
320,77593,黄鹤楼,【景色】：绝对美好。&#x0A;【趣味】：十分有趣。&#x0A;【性价比】：一般。
321,77593,黄鹤楼,武汉的黄鹤楼算是老武汉的地标建筑，坐落于长江边的蛇山之上。
322,77593,黄鹤楼,生日来的，疫情原因，人比较少，安静，还不错，服务态度也还好
323,77593,黄鹤楼,这个地方浪漫又文艺，真的很适合来感受氛围，太适合假日放松了
324,77593,黄鹤楼,现在的黄鹤楼就如同一个大花园，游人还是不少。确实没有什么古建筑痕迹，哪里都很新很绚丽。楼内有一幅很大的白鹤图，不知与真正的黄鹤楼是否有关。
325,77593,黄鹤楼,黄鹤楼的讲解服务很值得，150元花的很值得，循循善诱引人入胜，小姐姐声音也很好听很专业，孩子很喜欢
326,77593,黄鹤楼,江南三大名楼必去
327,77593,黄鹤楼,挺不错，值得一去
328,77593,黄鹤楼,不错，下次还过来
329,77593,黄鹤楼,和书上所说一样样
330,77593,黄鹤楼,味道真是好极了。
331,77593,黄鹤楼,壮美秀丽的大中华
332,77593,黄鹤楼,进园要钱&#x20;上楼要钱
333,77593,黄鹤楼,来武汉肯定要到著名的黄鹤楼参观考察一下。虽然是后来重修。
334,77593,黄鹤楼,非常喜欢范仲淹的《岳阳楼记》，敬佩他的家国情怀，所以一直可以背诵，本想着对楼当歌，可惜当天没有这个项目，免不免门票不是重点，是真的热爱！
335,77593,黄鹤楼,著名景点，值得去
336,77593,黄鹤楼,我爱黄鹤楼哈哈哈。在武汉上学借着机会就去啦！总之很满意。而且旁边就是长江大桥，户部巷，昙华林这些景点，很方便！&#x20;主要是我爱楼，还有桥哈哈哈
337,77593,黄鹤楼,还不错，很雄伟，古建筑值得一看，周围小吃也很多，蛮好玩的
338,77593,黄鹤楼,作为武汉人。陪来的朋友去黄鹤楼还是很自豪的，不要说啥现代建筑，岁月流逝，哪有什么永恒，精神在我觉得比啥都好？是不？去一趟，记一生，多好！
339,77593,黄鹤楼,作为武汉人。陪来的朋友去黄鹤楼还是很自豪的，不要说啥现代建筑，岁月流逝，哪有什么永恒，精神在我觉得比啥都好？是不？去一趟，记一生，多好！
340,77593,黄鹤楼,作为武汉人。陪来的朋友去黄鹤楼还是很自豪的，不要说啥现代建筑，岁月流逝，哪有什么永恒，精神在我觉得比啥都好？是不？去一趟，记一生，多好！
341,77593,黄鹤楼,很棒哦！票价值了
342,77593,黄鹤楼,好好还行了设计
343,77593,黄鹤楼,值得去，推荐。
344,77593,黄鹤楼,值得去，推荐。
345,77593,黄鹤楼,别有一番滋味额
346,77593,黄鹤楼,***
347,77593,黄鹤楼,黄鹤楼夜景很美
348,77593,黄鹤楼,非常好，非常好
349,77593,黄鹤楼,YY咿呀咿呀哟
350,77593,黄鹤楼,票价有点贵哦。
351,77593,黄鹤楼,武汉标志，来了还是得看看的。后面还有个小公园可以看看。
352,77593,黄鹤楼,武汉第一景点必选，不过天气真是热到不行。景区里面环境相当好，各景点建筑取名都很有意境，各种古风建筑，还有武穆遗书哟，打卡一游值得一看。
353,77593,黄鹤楼,挺棒的！！！
354,77593,黄鹤楼,很不错的地方
355,77593,黄鹤楼,***
356,77593,黄鹤楼,值得再去一次
357,77593,黄鹤楼,非常方便实用
358,77593,黄鹤楼,好！！！！！
359,77593,黄鹤楼,挺好的值得去
360,77593,黄鹤楼,很好很好很好
361,77593,黄鹤楼,景区美丽优美
362,77593,黄鹤楼,不错&#x20;在武汉长江临江&#x20;交通方便&#x20;附近小吃很多&#x20;黄鹤楼也很漂亮
363,77593,黄鹤楼,【景色】景色优美&#x0A;【趣味】人文景观&#x0A;【性价比】性价比一般
364,77593,黄鹤楼,延安的一个革命历史景点，全方位展示了西北根据地的变迁
365,77593,黄鹤楼,高处不胜寒
366,77593,黄鹤楼,不错挺好的
367,77593,黄鹤楼,很值得去！
368,77593,黄鹤楼,很不错的哦
369,77593,黄鹤楼,真真挺好的
370,77593,黄鹤楼,人有点多了
371,77593,黄鹤楼,晚上现在有表演，挺不错的，鸟瞰武汉三镇的夜景很美哦
372,77593,黄鹤楼,很好玩，非常有古人的文化气息，等上黄鹤楼一览众山小
373,77593,黄鹤楼,非常值得去
374,77593,黄鹤楼,放心来就对了，体验感一级棒，总之非常推荐各位来打卡
375,77593,黄鹤楼,名副其实。
376,77593,黄鹤楼,黄鹤楼主楼为四边套八边形体、钢筋混凝土框架仿木结构，飞檐五层，攒尖楼顶，顶覆金色琉璃瓦，楼外有铸铜黄鹤造型、胜像宝塔、牌坊、轩廊、亭阁等建筑环绕，整楼形如黄鹤，展翅欲飞。
377,77593,黄鹤楼,这里浓缩了武汉的前世今生，历史悠久的一个地方，站在楼前，仰望远镜，去品味武汉的汉味文化，顺带领略下武汉风光，一座被两江分割成三镇的地方！景美，人更美！
378,77593,黄鹤楼,天气实在是太热啦，站在顶层也感到热！原来黄鹤楼被毁20余次，现在的黄鹤楼是85年重建的，当然没有古人的题诗了。
379,77593,黄鹤楼,景色非常优美&#x0A;站在黄鹤楼上可以俯瞰整个武汉老城和新城
380,77593,黄鹤楼,值得一去的一个地方，武汉是个有好吃好玩的好地方。
381,77593,黄鹤楼,登高远眺长江滚滚，龟蛇相对，长江大桥上车水马龙！
382,77593,黄鹤楼,值得一去，热干面、三鲜豆皮、莲藕排骨汤好吃！😋
383,77593,黄鹤楼,疫情以后从新开放，黄鹤楼还是到武汉必去的打卡地。
384,77593,黄鹤楼,武汉三镇一览无余，登高体验，一桥飞架南北，天堑变通途的意境。楼体本身虽然是仿制品，但已经凝聚了艺术大师的心血，是珍贵的艺术品。加上这个公园意趣、环境优美，值得一游！👍
385,77593,黄鹤楼,很不错，中国四大名楼之一，值得一去，登高很好看
386,77593,黄鹤楼,登高凭望，江景尽收眼底，黄鹤楼历史知识大汇萃。
387,77593,黄鹤楼,不错哦，到武汉玩必去的景点之一，是武汉的地标
388,77593,黄鹤楼,黄鹤楼除了复原的楼之外，是形成了人文地理圈！
389,77593,黄鹤楼,***
390,77593,黄鹤楼,体验感非常不错，分泌了超多多巴胺，超级快乐！
391,77593,黄鹤楼,武汉地标建筑，历史文化底蕴深厚，值得去看看！
392,77593,黄鹤楼,值得去看看，武汉地标建筑，历史文化底蕴深厚！
393,77593,黄鹤楼,确实是一个很不错的旅游去处，建议大家去看看。
394,77593,黄鹤楼,登上最上一层，俯瞰长江大桥和滔滔江水，很棒！
395,77593,黄鹤楼,我以前去过一次，我都没想起来，然后又去了一次，哈哈哈，站的高看的远，一点也没错，这是第一楼，里面挺大的，不小，全程俩小时左右吧，人挺多，都是奔着名气去的，值得一游吧
396,77593,黄鹤楼,这次登黄鹤楼，是为了吃到冰棒，开心，就好这口
397,77593,黄鹤楼,武汉之地标，也是集中华传统建筑特色之大成者
398,77593,黄鹤楼,去武汉的必须去的地方，视野辽阔，心情舒畅。
399,77593,黄鹤楼,武汉的黄鹤楼是天下第一名楼，非常值得一看。
400,77593,黄鹤楼,故人西辞黄鹤楼&#x20;古人美好的诗句&#x20;是要去亲身体悟
401,77593,黄鹤楼,很好！站在最前面！工作人员也很负责任！就是有些人没买vip故意往前挤，舒适感打折！不过人工人员很负责任！下次还会选择！哈哈
402,77593,黄鹤楼,景点值得去，有时间可以仔细逛逛，登高远眺尽收眼底。特意离这里比较近的地方住下来，晚上的时候***，夜景非常美，强烈推荐
403,77593,黄鹤楼,昔人已乘黄鹤去，武汉最著名的景点，长江边上
404,77593,黄鹤楼,天气不错，景色很好，欲穷千里目，更上一层楼
405,77593,黄鹤楼,疫情后终于有机会到心仪中的武汉黄鹤楼去了一趟，真是名不虚传，站在黄鹤楼上一睹长江大桥和武汉的景色，真是心旷神怡、美不胜收。
406,77593,黄鹤楼,非常值得来，整个武汉的景色尽收眼底，美～
407,77593,黄鹤楼,一直知道黄鹤楼，直到来武汉上学才去一趟！
408,77593,黄鹤楼,仅从游客数量而言，应该是四大名楼之首了吧
409,77593,黄鹤楼,四大名楼之首，你不能错过，白云黄鹤之乡。
410,77593,黄鹤楼,游览过黄鹤楼，楼的建造艺术很高，值得游览
411,77593,黄鹤楼,非常不错的体验，然后下次还会选择，希望疫情过去之后可以今早大家一起游玩起来！，然后出境游也可以尽早恢复，走出去看看世界！
412,77593,黄鹤楼,名胜古迹，超级棒，三大名楼之一，下次还来
413,77593,黄鹤楼,来武汉必到黄鹤楼，完全是因为上学时的情怀来打卡的，故人西辞黄鹤楼，烟花三月下扬州......但是不得不说，黄鹤楼，可远观而不可亵玩焉，或者说看景不如听景，门票70一位，景区不大，1小时足够了，建议请导游讲解，散客游玩是真的没意思。
414,77593,黄鹤楼,【景色】很不错&#x0A;【趣味】可以&#x0A;【性价比】不错
415,77593,黄鹤楼,无论历经多少年风雨兴衰，她依然熠熠生辉。
416,77593,黄鹤楼,位于湖北省武汉市武昌区，地处蛇山之巅，濒临万里长江，为武汉市地标建筑；始建于三国吴黄武二年（223年），历代屡加重修，现存建筑以清代“同治楼”为原型设计，重建于1985年；因唐代诗人崔颢登楼所题《黄鹤楼》一诗而名扬四海。自古有“天下绝景”之美誉，与晴川阁、古琴台并称为“武汉三大名胜”，与湖南岳阳岳阳楼、江西南昌滕王阁并称为“江南三大名楼”，是“武汉十大景”之首、中国古代四大名楼之一、“中国十大历史文化名楼”之一，世称&quot;天下江山第一楼&quot;。
417,77593,黄鹤楼,和家里人一起来的，都是第一次来黄鹤楼，景色果然不同凡响，最高处的景色非常美丽，太震撼了，以后有机会还要来黄鹤楼观看景色。
418,77593,黄鹤楼,故人西辞黄鹤楼，烟花三月下扬州。去过武汉才知道长江的伟岸，武汉实在是太好玩了，欢乐谷，海洋公园，热干面，各种各样的没事。
419,77593,黄鹤楼,黄鹤楼基本上可以说是现代建筑了，翻新不知道多少次了，一共五层，每层的大堂里搞了写现代人画的画和古代人写的诗，其他都大同小异。人的话楼里人很多，但是公园其他地方还好，可能天太热了。这就属于不来后悔来了更后悔的景点。
420,77593,黄鹤楼,很壮观&#x20;没想到黄鹤楼中还有那么多漂亮的景色
421,77593,黄鹤楼,***市长江南岸的武昌区，是***市标志性的建筑，与晴川阁、古琴台并称为***三大名胜。黄鹤楼楼高5层，内部由72根圆柱支撑，外部有60个翘角向外伸展，楼外有黄鹤的造型，主楼的周围建有白云阁、碑廊等。来大***必去的
422,77593,黄鹤楼,除了人多，其余没毛病。不愧是江南第一楼
423,77593,黄鹤楼,三大名楼名不虚传&#x20;就是去的时候天气不够好
424,77593,黄鹤楼,从小就背诗，来到武汉终于去了次黄鹤楼！
425,77593,黄鹤楼,下面就是武汉长江大桥，户部巷，值得一去
426,77593,黄鹤楼,还是值得去看看的，景色可以，性价比一般
427,77593,黄鹤楼,来都来了，还是去看看人海。很多人，人山人海。没有文化底蕴的我是看不出好的。建议找个导游讲讲，或者听个电子版。总之，打卡一次的地方。不来还有遗憾。也就这样了……
428,77593,黄鹤楼,文化历史悠久的一处名楼，非常漂亮壮观
429,77593,黄鹤楼,免费时去的，人挺多的，但景色也挺美。
430,77593,黄鹤楼,景色秀丽，趣味性较强，性价比比较高。
431,77593,黄鹤楼,性价比不错，到武汉必去走一走看一看。
432,77593,黄鹤楼,來武汉，必來黃鹤楼，登楼看长江，一绝
433,77593,黄鹤楼,挺好挺好挺好挺好挺好挺好挺好挺好挺好
434,77593,黄鹤楼,人山人海，到武汉，必去的一个景点😄
435,77593,黄鹤楼,真不错，哈哈，就是人有点多，自己玩得开心就是好&#x0A;【性价比】
436,77593,黄鹤楼,来武汉一趟还不登楼吗？必打卡地。里面有小姐姐表演，虽然天气很热、很晒，依旧不减我对武汉的热爱。有雪糕，糕15元&#x2F;根。
437,77593,黄鹤楼,多次来武汉都没时间游览黄鹤楼，此次闲来无事一定要看看这个著名景点，因为疫情，游客相对来说比较少，管控措施很到位，提前在网上预定好，直接顺利进入园区，一览伟大建筑，赞叹我国古代的能工巧匠…不虚此行！
438,77593,黄鹤楼,黄鹤楼第一次去，很不错，期待下次再去
439,77593,黄鹤楼,荆楚大地，著名景点，游人打卡圣地。
440,77593,黄鹤楼,非常值得参观学习的地方，很有收获。
441,77593,黄鹤楼,武汉的地标，网红打卡地，历史悠久！
442,77593,黄鹤楼,古老的建筑！非常有特色！好好玩的！
443,77593,黄鹤楼,文化气息浓厚，交通方便，环境不错。
444,77593,黄鹤楼,来了好几次了每一次都是不一样的感受
445,77593,黄鹤楼,到了武汉，黄鹤楼还是要去的。2020年免门票，纯当打卡。还行吧，人比较多。
446,77593,黄鹤楼,黄鹤楼的夜景很美，灯光秀特别美。
447,77593,黄鹤楼,太有感觉了，瞬间感觉回到课本里面
448,77593,黄鹤楼,很好的，很喜欢这个景点，很不错的
449,77593,黄鹤楼,武汉地标性建筑，大武汉结对的标志
450,77593,黄鹤楼,非常棒黄鹤楼就在河边上，古朴古香
451,77593,黄鹤楼,文人骚客古代聚集地，文化气息浓厚
452,77593,黄鹤楼,很不错非常好非常不错推荐非常不错
453,77593,黄鹤楼,故人西辞黄鹤楼，烟花三月下扬州。
454,77593,黄鹤楼,黄鹤楼是武汉的标志性建筑，很有名
455,77593,黄鹤楼,国庆期间人真多，登高远眺很不错。
456,77593,黄鹤楼,这里非常不错&#x20;环境不错，价格实惠。
457,77593,黄鹤楼,昔人已乘黄鹤去，此处空余黄鹤楼。
458,77593,黄鹤楼,武汉地标，有点气势，值得一去！
459,77593,黄鹤楼,去过两次黄鹤楼，遥望长江大桥。
460,77593,黄鹤楼,非常值得推荐，去了还想去的景区
461,77593,黄鹤楼,好楼好江好风光，好文好诗好地方
462,77593,黄鹤楼,登高望远，很有意思，性价比超级
463,77593,黄鹤楼,千年矗立，一望千里，默默守候。
464,77593,黄鹤楼,武汉的名片，值得一去，登上楼顶，眺望长江大桥，风景很不错，还送了一瓶酒
465,77593,黄鹤楼,登鹳鹤楼怀古，极目远眺开阔心胸
466,77593,黄鹤楼,蛮大，比想象中的要好，物有所值
467,77593,黄鹤楼,赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞
468,77593,黄鹤楼,值得一去，登高望远，江山如画
469,77593,黄鹤楼,景区不大&#x20;夜间游览看灯更有趣些
470,77593,黄鹤楼,昔人已乘黄鹤去&#x20;此地空余黄鹤楼
471,77593,黄鹤楼,很不错，旁边还有个首义公园
472,77593,黄鹤楼,去的时候逢上半价，很划算，在景区里买了两个文创口味的雪糕，都还可以
473,77593,黄鹤楼,值得去看，顶楼壁画，每一层前看长江和高架，后看大钟感觉都不一样啊！
474,77593,黄鹤楼,很有名的景点&#x20;非常漂亮&#x20;壮观
475,77593,黄鹤楼,10月8日去，原本以为错过了国庆假期的人山人海，结果碰到在搭舞台，黄鹤楼的正面都不让下去，拍不到黄鹤楼三个字，差评，带老人孩子来，结果失望回去
476,77593,黄鹤楼,还可以&#x20;景色很美&#x20;人也很多
477,77593,黄鹤楼,去黄鹤楼必须请导游讲解，否则看个寂寞，浪费钱。黄鹤楼的诗句1700多首，还是最喜欢崔颢的，千古绝唱！
478,77593,黄鹤楼,非常有特色，文明好客
479,77593,黄鹤楼,风景不错，楼也好看。
480,77593,黄鹤楼,很多的历史、人文景观真实出现面前，很壮观！立体！值得一来！孩子们又吃到景观雪糕，太开心啦❤️❤️❤️
481,77593,黄鹤楼,夜上黄鹤楼，沿江夜景一览无余，灯光秀也值回票价。非常推荐。。
482,77593,黄鹤楼,多义项&#x0A;“江南三大名楼”之一&#x20;更多义项&#x20;&#x0A;黄鹤楼（Yellow&#x20;Crane&#x20;Tower）位于湖北武汉长江南岸的武昌蛇山之巅，濒临万里长江，是“江南三大名楼”之一，自古享有“天下江山第一楼”和“天下绝景”之称。黄鹤楼是武汉市标志性建筑，与晴川阁、古琴台并称“武汉三大名胜”，现为国家AAAAA级旅游景区。
483,77593,黄鹤楼,感觉不错！值得去！
484,77593,黄鹤楼,值得去，风景不错~
485,77593,黄鹤楼,作为江南三大名楼之一，因诗人崔颢“昔人已乘黄鹤去，此地空余黄鹤楼”而名扬天下，自古以来，文人墨客以来黄鹤楼为荣，它不仅是武汉旅游必去景点之一，也是武汉这座城市更为重要的地标之一。
486,77593,黄鹤楼,站在楼顶就能看到长江大桥，转过身看到风景很美，去武汉那是一定要去的地方，下来就可以去长江大桥看看，还可以做油船去江的对面，做船票价也很便宜
487,77593,黄鹤楼,去过一次就行了，毕竟到了湖北不去黄鹤楼等于没去，武汉就轮船跟“知音号”好玩点。
488,77593,黄鹤楼,值得，比白天好多了
489,77593,黄鹤楼,感叹先人们惊人的智慧，黄鹤楼上和下面的温差有5度，特别凉爽
490,77593,黄鹤楼,名声在外的旅游地
491,77593,黄鹤楼,挺好的，值得去玩
492,77593,黄鹤楼,很棒，值得一去的
493,77593,黄鹤楼,很好的一次旅行
494,77593,黄鹤楼,黄鹤楼追的是一个很不错的地方，它位于武汉市，有机会大家都要来这儿看一看，欣赏一下古人的建筑风格，还是很不错的，值得推荐的一个好地方吧。
495,77593,黄鹤楼,黄鹤楼是名楼了，逛这样的地方一定得带着文化素养去逛，不然也没有啥意思。主要是感受古人临江感慨
496,77593,黄鹤楼,整体来说很行
497,77593,黄鹤楼,用起来很方便，直接刷码就可以了，只是武汉太热了，还是闷热，顺着楼梯人挨人的爬又累又热，要是能凉快点多好呀，赶上当天有雾霾，站在观景台看外面不是很清楚，不过也算是到此一游了。
498,77593,黄鹤楼,还不错，值得
499,77593,黄鹤楼,阴天风景还行，就是景区太小了🥀和其他的楼阁差不多
500,77593,黄鹤楼,非常值得去
501,77593,黄鹤楼,景色很不错
502,77593,黄鹤楼,去武汉那几天太热了，也就匆匆浏览了下，景色还可以。
503,77593,黄鹤楼,更上一层楼
504,77593,黄鹤楼,风景优美
505,77593,黄鹤楼,早上去的早，人少还送了咸伙计，超满意的一次亲子游
506,77593,黄鹤楼,来武汉这么多次，第一次来黄鹤楼登高，人真的居多，但是不虚此行。&#x0A;整体的设施修缮的非常好，游客分两条路，这样避免了上下楼梯的拥挤，非常合理，周边的纪念品和用餐也都比较合理。
507,77593,黄鹤楼,要好好哦哈哈哈哈哈哈哈哈唉唉哈啊哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈啊哈好好好好好好好哈哈哈哈哈哈哈哈唉唉哈啊哈哈哈哈哈哈啊哈哈哈哈哈哈哈哈哈哈哈哈啊哈好好好好好好好
508,77593,黄鹤楼,昔人已乘黄鹤去，此地空余黄鹤楼。&#x0A;黄鹤一去不复返，白云千载空悠悠。&#x0A;晴川历历汉阳树，芳草萋萋鹦鹉洲。&#x0A;日暮乡关何处是？烟波江上使人愁。
509,77593,黄鹤楼,和江巨浪拍天浮，城郭相望万景收。&#x0A;&#x0A;汉水北吞云梦入，蜀江西带洞庭流。&#x0A;&#x0A;角声交送千家月，帆影中分两岸秋。&#x0A;&#x0A;黄鹤楼高人不见，却随鹦鹉过汀洲。
510,77593,黄鹤楼,不知道如何评价黄鹤楼，本地人不会来，票价有点贵，风景是好的，看长江看大桥的绝佳观景位。
511,77593,黄鹤楼,来到武汉一定要来逛逛黄鹤楼，因为黄鹤楼是这里的标志性建筑物，楼层不高，可以慢慢逛。门票价格不是特别优惠，性价比嘛，就看个人了。
512,77593,黄鹤楼,地处武汉长江边的蛇山上，黄鹤楼公园里有许多文人墨客的作品，登楼而上，可以俯瞰长江，感受“一桥飞架南北，天堑变通途”的长江大桥。
513,77593,黄鹤楼,国庆的原因吧，上黄鹤楼人特别多，需要绕圈式的排队，站在楼上的风景也就对着长江大桥的这边还可以看看，不上去后悔，买票上去更后悔
514,77593,黄鹤楼,三国吴黄武二年（223年），吴大帝孙权修筑夏口城，于城西南角黄鹄矶建军事楼一座，用于瞭望守戍，即黄鹤楼。
515,77593,黄鹤楼,不能够为啥一样要不要钱吗？有些东西真的太棒，&#x0A;：今天早上吃饱就是睡不着的感觉是不是太多年以后的日子越来越少了什么的东西也太好看
516,77593,黄鹤楼,古诗中的景象，展现在眼前，很值得游览的地方。
517,77593,黄鹤楼,到了武汉，怎么也要去黄鹤楼呀，虽然是重建的，但历史底蕴还是改变不了，走到这里，总会想起黄鹤一去不复返，白云千载空悠悠的回忆。
518,77593,黄鹤楼,不错不错，虽然是新建的，但登高望远，很好很好
519,77593,黄鹤楼,是黄鹤楼游览的话还是感觉视野开阔的无数古代名人登上黄鹤楼一览风采，别人感觉的话还是非常的宏观。，让人心胸开阔，心情愉悦，周围的环境也比较好，可以推荐过去游览一下。
520,77593,黄鹤楼,每到武汉，必到黄鹤楼。时隔两年，来到这个英雄的城市，抗疫必胜！英雄的中国人民必胜！
521,77593,黄鹤楼,这家租车公司太给力了拿车方便快捷，费用合理，服务态度超级好336436336436
522,77593,黄鹤楼,不是节假日去的，人不是很多，登到最上面可以看到整个武汉长江大桥及武汉三镇的全貌，非常不错。楼上比楼下要凉快许多，值得一去。
523,77593,黄鹤楼,知名景点啦，那是必须来打卡的！交通很方便，打车公交都可以！楼里还有电梯，老年人不用走上走下，很好！我们自己爬爬楼梯也很快！
524,77593,黄鹤楼,环境挺好，但是不适合带小孩，自己慢慢走，慢慢看，慢慢听讲解，慢慢拍照，是最好的。
525,77593,黄鹤楼,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
526,77593,黄鹤楼,错峰游真的不错，人不多，又赶上半价优惠，可以慢慢的游，体验一下骚人墨客的情怀！天气也很好，避开了武汉的炎热，凉爽的江风吹拂，空气中丝丝凉意！武汉的夜景真的很棒！
527,77593,黄鹤楼,故人西辞黄鹤楼，烟花三月下扬州。前年古楼，终于见到真的了，太美了。站在高楼之上，远眺滚滚长江东流水，体验古人的千古豪情。
